subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0007731	obsolete HLA modifier	skos:exactMatch	OMIM:142770	hla modifier	semapv:UnspecifiedMatching
MONDO:0007732	Holt-Oram syndrome	skos:exactMatch	OMIM:142900	holt-oram syndrome	semapv:UnspecifiedMatching
MONDO:0007732	Holt-Oram syndrome	skos:exactMatch	Orphanet:392	Holt-Oram syndrome	semapv:UnspecifiedMatching
MONDO:0007733	holoprosencephaly 3	skos:exactMatch	OMIM:142945	holoprosencephaly 3	semapv:UnspecifiedMatching
MONDO:0007734	holoprosencephaly 4	skos:exactMatch	OMIM:142946	holoprosencephaly 4	semapv:UnspecifiedMatching
MONDO:0007735	congenital Horner syndrome	skos:exactMatch	OMIM:143000	horner syndrome, congenital	semapv:UnspecifiedMatching
MONDO:0007735	congenital Horner syndrome	skos:exactMatch	Orphanet:91413	Congenital Horner syndrome	semapv:UnspecifiedMatching
MONDO:0007737	humeroradial synostosis	skos:exactMatch	OMIM:143050	humeroradial synostosis	semapv:UnspecifiedMatching
MONDO:0007737	humeroradial synostosis	skos:exactMatch	Orphanet:3265	Isolated humero-radial synostosis	semapv:UnspecifiedMatching
MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	skos:exactMatch	OMIM:143095	spondyloepiphyseal dysplasia with congenital joint dislocations	semapv:UnspecifiedMatching
MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	skos:exactMatch	Orphanet:263463	CHST3-related skeletal dysplasia	semapv:UnspecifiedMatching
MONDO:0007739	Huntington disease	skos:exactMatch	OMIM:143100	huntington disease	semapv:UnspecifiedMatching
MONDO:0007739	Huntington disease	skos:exactMatch	Orphanet:399	Huntington disease	semapv:UnspecifiedMatching
MONDO:0007740	Wagner disease	skos:exactMatch	OMIM:143200	wagner vitreoretinopathy	semapv:UnspecifiedMatching
MONDO:0007740	Wagner disease	skos:exactMatch	Orphanet:898	Wagner disease	semapv:UnspecifiedMatching
MONDO:0007742	5-hydroxytryptamine oxygenase regulator	skos:exactMatch	OMIM:143460	5-hydroxytryptamine oxygenase regulator	semapv:UnspecifiedMatching
MONDO:0007744	cholesterol-ester transfer protein deficiency	skos:exactMatch	OMIM:143470	hyperalphalipoproteinemia 1	semapv:UnspecifiedMatching
MONDO:0007745	Gilbert syndrome	skos:exactMatch	OMIM:143500	gilbert syndrome	semapv:UnspecifiedMatching
MONDO:0007746	orthostatic hypotensive disorder, Streeten type	skos:exactMatch	OMIM:143850	orthostatic hypotensive disorder, streeten type	semapv:UnspecifiedMatching
MONDO:0007747	isolated hyperchlorhidrosis	skos:exactMatch	OMIM:143860	hyperchlorhidrosis, isolated	semapv:UnspecifiedMatching
MONDO:0007747	isolated hyperchlorhidrosis	skos:exactMatch	Orphanet:542657	Isolated hyperchlorhidrosis	semapv:UnspecifiedMatching
MONDO:0007748	hypercalciuria, absorptive, 2	skos:exactMatch	OMIM:143870	hypercalciuria, absorptive, 2	semapv:UnspecifiedMatching
MONDO:0007750	hypercholesterolemia, familial, 1	skos:exactMatch	OMIM:143890	hypercholesterolemia, familial, 1	semapv:UnspecifiedMatching
MONDO:0007751	hypercholesterolemia, autosomal dominant, type B	skos:exactMatch	OMIM:144010	hypercholesterolemia, familial, 2	semapv:UnspecifiedMatching
MONDO:0007752	hyperheparinemia	skos:exactMatch	OMIM:144050	hyperheparinemia	semapv:UnspecifiedMatching
MONDO:0007753	Frey syndrome	skos:exactMatch	OMIM:144100	hyperhidrosis, gustatory	semapv:UnspecifiedMatching
MONDO:0007753	Frey syndrome	skos:exactMatch	Orphanet:662240	Frey syndrome	semapv:UnspecifiedMatching
MONDO:0007754	hyperhidrosis palmaris ET plantaris	skos:exactMatch	OMIM:144110	hyperhidrosis palmaris et plantaris	semapv:UnspecifiedMatching
MONDO:0007755	hyperimmunoglobulin G1(A1) syndrome	skos:exactMatch	OMIM:144120	hyperimmunoglobulin g1(a1) syndrome	semapv:UnspecifiedMatching
MONDO:0007756	hyperkeratosis lenticularis perstans	skos:exactMatch	OMIM:144150	hyperkeratosis lenticularis perstans	semapv:UnspecifiedMatching
MONDO:0007756	hyperkeratosis lenticularis perstans	skos:exactMatch	Orphanet:409	Hyperkeratosis lenticularis perstans	semapv:UnspecifiedMatching
MONDO:0007757	hyperkeratosis-hyperpigmentation syndrome	skos:exactMatch	OMIM:144190	hyperkeratosis-hyperpigmentation syndrome	semapv:UnspecifiedMatching
MONDO:0007757	hyperkeratosis-hyperpigmentation syndrome	skos:exactMatch	Orphanet:1336	Hyperkeratosis-hyperpigmentation syndrome	semapv:UnspecifiedMatching
MONDO:0007758	epidermolytic palmoplantar keratoderma, 1	skos:exactMatch	OMIM:144200	palmoplantar keratoderma, epidermolytic, 1	semapv:UnspecifiedMatching
MONDO:0007758	epidermolytic palmoplantar keratoderma, 1	skos:exactMatch	Orphanet:2199	Epidermolytic palmoplantar keratoderma	semapv:UnspecifiedMatching
MONDO:0007759	hyperlipidemia, familial combined, LPL related	skos:exactMatch	OMIM:144250	hyperlipidemia, familial combined, 3	semapv:UnspecifiedMatching
MONDO:0007760	hyperlipoproteinemia, type II, and deafness	skos:exactMatch	OMIM:144300	hyperlipoproteinemia, type ii, and deafness	semapv:UnspecifiedMatching
MONDO:0007761	obsolete hyperlipoproteinemia type IV	skos:exactMatch	OMIM:144600	hyperlipoproteinemia, type 4	semapv:UnspecifiedMatching
MONDO:0007761	obsolete hyperlipoproteinemia type IV	skos:exactMatch	Orphanet:413	NON RARE IN EUROPE: Hyperlipoproteinemia type 4	semapv:UnspecifiedMatching
MONDO:0007762	hyperlipoproteinemia type V	skos:exactMatch	OMIM:144650	hyperlipoproteinemia, type 5	semapv:UnspecifiedMatching
MONDO:0007762	hyperlipoproteinemia type V	skos:exactMatch	Orphanet:530849	Familial apolipoprotein A5 deficiency	semapv:UnspecifiedMatching
MONDO:0007763	nonpapillary renal cell carcinoma	skos:exactMatch	OMIM:144700	renal cell carcinoma, nonpapillary	semapv:UnspecifiedMatching
MONDO:0007764	autosomal dominant osteosclerosis, Worth type	skos:exactMatch	OMIM:144750	endosteal hyperostosis, autosomal dominant	semapv:UnspecifiedMatching
MONDO:0007764	autosomal dominant osteosclerosis, Worth type	skos:exactMatch	Orphanet:2790	Endosteal hyperostosis, Worth type	semapv:UnspecifiedMatching
MONDO:0007765	hyperostosis cranialis interna	skos:exactMatch	OMIM:144755	hyperostosis cranialis interna	semapv:UnspecifiedMatching
MONDO:0007765	hyperostosis cranialis interna	skos:exactMatch	Orphanet:443098	Hyperostosis cranialis interna	semapv:UnspecifiedMatching
MONDO:0007766	Morgagni-Stewart-Morel syndrome	skos:exactMatch	OMIM:144800	hyperostosis frontalis interna	semapv:UnspecifiedMatching
MONDO:0007766	Morgagni-Stewart-Morel syndrome	skos:exactMatch	Orphanet:77296	Morgagni-Stewart-Morel syndrome	semapv:UnspecifiedMatching
MONDO:0007767	hyperparathyroidism 1	skos:exactMatch	OMIM:145000	hyperparathyroidism 1	semapv:UnspecifiedMatching
MONDO:0007768	hyperparathyroidism 2 with jaw tumors	skos:exactMatch	OMIM:145001	hyperparathyroidism 2 with jaw tumors	semapv:UnspecifiedMatching
MONDO:0007768	hyperparathyroidism 2 with jaw tumors	skos:exactMatch	Orphanet:99880	Hyperparathyroidism-jaw tumor syndrome	semapv:UnspecifiedMatching
MONDO:0007769	hyperpigmentation of eyelid	skos:exactMatch	OMIM:145100	hyperpigmentation of eyelids	semapv:UnspecifiedMatching
MONDO:0007770	hyperpigmentation of Fuldauer and Kuijpers	skos:exactMatch	OMIM:145200	hyperpigmentation of fuldauer and kuijpers	semapv:UnspecifiedMatching
MONDO:0007771	hyperpigmentation with or without hypopigmentation, familial progressive	skos:exactMatch	OMIM:145250	hyperpigmentation with or without hypopigmentation, familial progressive	semapv:UnspecifiedMatching
MONDO:0007772	pseudohypoaldosteronism type 2A	skos:exactMatch	OMIM:145260	pseudohypoaldosteronism, type 2a	semapv:UnspecifiedMatching
MONDO:0007772	pseudohypoaldosteronism type 2A	skos:exactMatch	Orphanet:88938	Pseudohypoaldosteronism type 2A	semapv:UnspecifiedMatching
MONDO:0007773	hyperproglucagonemia	skos:exactMatch	OMIM:145270	hyperproglucagonemia	semapv:UnspecifiedMatching
MONDO:0007774	hyperreflexia	skos:exactMatch	OMIM:145290	hyperreflexia	semapv:UnspecifiedMatching
MONDO:0007775	hypersecretion of adrenal androgens, familial	skos:exactMatch	OMIM:145295	hypersecretion of adrenal androgens, familial	semapv:UnspecifiedMatching
MONDO:0007776	hypersensitivity pneumonitis, familial	skos:exactMatch	OMIM:145300	hypersensitivity pneumonitis, familial	semapv:UnspecifiedMatching
MONDO:0007777	hypotaurinemic retinal degeneration and cardiomyopathy	skos:exactMatch	OMIM:145350	hypotaurinemic retinal degeneration and cardiomyopathy	semapv:UnspecifiedMatching
MONDO:0007778	obsolete hypertelorism	skos:exactMatch	OMIM:145400	hypertelorism	semapv:UnspecifiedMatching
MONDO:0007779	obsolete autosomal dominant Opitz G/BBB syndrome	skos:exactMatch	OMIM:145410		semapv:UnspecifiedMatching
MONDO:0007779	obsolete autosomal dominant Opitz G/BBB syndrome	skos:exactMatch	Orphanet:306588	OBSOLETE: Autosomal dominant Opitz G/BBB syndrome	semapv:UnspecifiedMatching
MONDO:0007781	essential hypertension, genetic	skos:exactMatch	OMIM:145500	hypertension, essential	semapv:UnspecifiedMatching
MONDO:0007782	hyperthermia, cutaneous, with headaches and nausea	skos:exactMatch	OMIM:145590	hyperthermia, cutaneous, with headaches and nausea	semapv:UnspecifiedMatching
MONDO:0007783	malignant hyperthermia, susceptibility to, 1	skos:exactMatch	OMIM:145600	malignant hyperthermia, susceptibility to, 1	semapv:UnspecifiedMatching
MONDO:0007784	selective pituitary resistance to thyroid hormone	skos:exactMatch	OMIM:145650	thyroid hormone resistance, selective pituitary	semapv:UnspecifiedMatching
MONDO:0007785	hyperthyroxinemia, dystransthyretinemic	skos:exactMatch	OMIM:145680	hyperthyroxinemia, dystransthyretinemic	semapv:UnspecifiedMatching
MONDO:0007787	Ambras type hypertrichosis universalis congenita	skos:exactMatch	OMIM:145701	hypertrichosis universalis congenita, ambras type	semapv:UnspecifiedMatching
MONDO:0007787	Ambras type hypertrichosis universalis congenita	skos:exactMatch	Orphanet:1023	Congenital generalized hypertrichosis, Ambras type	semapv:UnspecifiedMatching
MONDO:0007788	hypertriglyceridemia 1	skos:exactMatch	OMIM:145750	hypertriglyceridemia 1	semapv:UnspecifiedMatching
MONDO:0007789	hypertrophia musculorum vera	skos:exactMatch	OMIM:145800	hypertrophia musculorum vera	semapv:UnspecifiedMatching
MONDO:0007790	Charcot-Marie-Tooth disease type 3	skos:exactMatch	OMIM:145900	hypertrophic neuropathy of dejerine-sottas	semapv:UnspecifiedMatching
MONDO:0007790	Charcot-Marie-Tooth disease type 3	skos:exactMatch	Orphanet:64748	Dejerine-Sottas syndrome	semapv:UnspecifiedMatching
MONDO:0007791	familial hypocalciuric hypercalcemia 1	skos:exactMatch	OMIM:145980	hypocalciuric hypercalcemia, familial, type 1	semapv:UnspecifiedMatching
MONDO:0007791	familial hypocalciuric hypercalcemia 1	skos:exactMatch	Orphanet:93372	Familial hypocalciuric hypercalcemia type 1	semapv:UnspecifiedMatching
MONDO:0007792	familial hypocalciuric hypercalcemia 2	skos:exactMatch	OMIM:145981	hypocalciuric hypercalcemia, familial, type 2	semapv:UnspecifiedMatching
MONDO:0007792	familial hypocalciuric hypercalcemia 2	skos:exactMatch	Orphanet:101049	Familial hypocalciuric hypercalcemia type 2	semapv:UnspecifiedMatching
MONDO:0007793	hypochondroplasia	skos:exactMatch	OMIM:146000	hypochondroplasia	semapv:UnspecifiedMatching
MONDO:0007793	hypochondroplasia	skos:exactMatch	Orphanet:429	Hypochondroplasia	semapv:UnspecifiedMatching
MONDO:0007794	hypogonadotropic hypogonadism 7 with or without anosmia	skos:exactMatch	OMIM:146110	hypogonadotropic hypogonadism 7 with or without anosmia	semapv:UnspecifiedMatching
MONDO:0007795	mullerian duct anomalies-limb anomalies syndrome	skos:exactMatch	OMIM:146160	hypomelia with mullerian duct anomalies	semapv:UnspecifiedMatching
MONDO:0007795	mullerian duct anomalies-limb anomalies syndrome	skos:exactMatch	Orphanet:2491	Müllerian duct anomalies-limb anomalies syndrome	semapv:UnspecifiedMatching
MONDO:0007796	hypoparathyroidism, familial isolated 1	skos:exactMatch	OMIM:146200	hypoparathyroidism, familial isolated, 1	semapv:UnspecifiedMatching
MONDO:0007797	hypoparathyroidism-deafness-renal disease syndrome	skos:exactMatch	OMIM:146255	hypoparathyroidism, sensorineural deafness, and renal dysplasia syndrome	semapv:UnspecifiedMatching
MONDO:0007797	hypoparathyroidism-deafness-renal disease syndrome	skos:exactMatch	Orphanet:2237	Hypoparathyroidism-sensorineural deafness-renal disease syndrome	semapv:UnspecifiedMatching
MONDO:0007798	obsolete adult hypophosphatasia	skos:exactMatch	OMIM:146300	hypophosphatasia, adult	semapv:UnspecifiedMatching
MONDO:0007798	obsolete adult hypophosphatasia	skos:exactMatch	Orphanet:247676	Adult hypophosphatasia	semapv:UnspecifiedMatching
MONDO:0007799	hypophosphatemic bone disease	skos:exactMatch	OMIM:146350	hypophosphatemic bone disease	semapv:UnspecifiedMatching
MONDO:0007800	chromosome 18p deletion syndrome	skos:exactMatch	OMIM:146390	chromosome 18p deletion syndrome	semapv:UnspecifiedMatching
MONDO:0007800	chromosome 18p deletion syndrome	skos:exactMatch	Orphanet:1598	Monosomy 18p syndrome	semapv:UnspecifiedMatching
MONDO:0007800	chromosome 18p deletion syndrome	skos:exactMatch	Orphanet:261974	Partial deletion of the short arm of chromosome 18 syndrome	semapv:UnspecifiedMatching
MONDO:0007801	obsolete hypoplasia of teeth roots	skos:exactMatch	OMIM:146400		semapv:UnspecifiedMatching
MONDO:0007802	hypospadias 3, autosomal	skos:exactMatch	OMIM:146450	hypospadias 3, autosomal	semapv:UnspecifiedMatching
MONDO:0007803	multiple system atrophy	skos:exactMatch	Orphanet:102	Multiple system atrophy	semapv:UnspecifiedMatching
MONDO:0007804	Pallister-Hall syndrome	skos:exactMatch	OMIM:146510	pallister-hall syndrome	semapv:UnspecifiedMatching
MONDO:0007804	Pallister-Hall syndrome	skos:exactMatch	Orphanet:672	Pallister-Hall syndrome	semapv:UnspecifiedMatching
MONDO:0007805	hypotrichosis 2	skos:exactMatch	OMIM:146520	hypotrichosis 2	semapv:UnspecifiedMatching
MONDO:0007807	hypoxanthine guanine phosphoribosyltransferase suppressor	skos:exactMatch	OMIM:146580	hypoxanthine guanine phosphoribosyltransferase suppressor	semapv:UnspecifiedMatching
MONDO:0007808	ichthyosis hystrix of Curth-Macklin	skos:exactMatch	OMIM:146590	ichthyosis hystrix, curth-macklin type	semapv:UnspecifiedMatching
MONDO:0007808	ichthyosis hystrix of Curth-Macklin	skos:exactMatch	Orphanet:79503	Ichthyosis hystrix of Curth-Macklin	semapv:UnspecifiedMatching
MONDO:0007809	ichthyosis histrix, Lambert type	skos:exactMatch	OMIM:146600	ichthyosis hystrix, lambert type	semapv:UnspecifiedMatching
MONDO:0007810	autosomal dominant ichthyosis vulgaris	skos:exactMatch	OMIM:146700	ichthyosis vulgaris	semapv:UnspecifiedMatching
MONDO:0007811	ichthyosis-cheek-eyebrow syndrome	skos:exactMatch	OMIM:146720	ichthyosis--cheek--eyebrow syndrome	semapv:UnspecifiedMatching
MONDO:0007812	ichthyosis, lamellar, autosomal dominant	skos:exactMatch	OMIM:146750	ichthyosis, lamellar, autosomal dominant	semapv:UnspecifiedMatching
MONDO:0007813	superficial epidermolytic ichthyosis	skos:exactMatch	OMIM:146800	ichthyosis bullosa of siemens	semapv:UnspecifiedMatching
MONDO:0007813	superficial epidermolytic ichthyosis	skos:exactMatch	Orphanet:455	Superficial epidermolytic ichthyosis	semapv:UnspecifiedMatching
MONDO:0007814	immune deficiency, familial variable	skos:exactMatch	OMIM:146830	immune deficiency, familial variable	semapv:UnspecifiedMatching
MONDO:0007816	obsolete immune suppression	skos:exactMatch	OMIM:146850	immune suppression	semapv:UnspecifiedMatching
MONDO:0007817	IgE responsiveness, atopic	skos:exactMatch	OMIM:147050	ige responsiveness, atopic	semapv:UnspecifiedMatching
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	skos:exactMatch	OMIM:147060	hyper-ige syndrome 1, autosomal dominant, with recurrent infections	semapv:UnspecifiedMatching
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	skos:exactMatch	Orphanet:2314	Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency	semapv:UnspecifiedMatching
MONDO:0007819	solitary median maxillary central incisor syndrome	skos:exactMatch	OMIM:147250	solitary median maxillary central incisor	semapv:UnspecifiedMatching
MONDO:0007820	fused mandibular incisors	skos:exactMatch	OMIM:147251	incisors, fused mandibular	semapv:UnspecifiedMatching
MONDO:0007820	fused mandibular incisors	skos:exactMatch	Orphanet:2287	Fused mandibular incisors	semapv:UnspecifiedMatching
MONDO:0007821	obsolete immunoglobulin switch sequences	skos:exactMatch	OMIM:147260	immunoglobulin switch sequences	semapv:UnspecifiedMatching
MONDO:0007822	obsolete incisors, long upper central	skos:exactMatch	OMIM:147300	incisors, long upper central	semapv:UnspecifiedMatching
MONDO:0007823	obsolete insulin receptors, familial increase 1N	skos:exactMatch	OMIM:147320	insulin receptors, familial increase 1n	semapv:UnspecifiedMatching
MONDO:0007824	incisors, lower central, absence of	skos:exactMatch	OMIM:147330	incisors, lower central, absence of	semapv:UnspecifiedMatching
MONDO:0007825	incisors, rotation of upper central	skos:exactMatch	OMIM:147350	incisors, rotation of upper central	semapv:UnspecifiedMatching
MONDO:0007826	incisors, shovel-shaped	skos:exactMatch	OMIM:147400	incisors, shovel-shaped	semapv:UnspecifiedMatching
MONDO:0007827	inclusion body myositis	skos:exactMatch	OMIM:147421	inclusion body myositis	semapv:UnspecifiedMatching
MONDO:0007827	inclusion body myositis	skos:exactMatch	Orphanet:611	Inclusion body myositis	semapv:UnspecifiedMatching
MONDO:0007828	indifference to pain, congenital, autosomal dominant	skos:exactMatch	OMIM:147430	marsili syndrome	semapv:UnspecifiedMatching
MONDO:0007829	cholestasis, intrahepatic, of pregnancy, 1	skos:exactMatch	OMIM:147480	cholestasis, intrahepatic, of pregnancy, 1	semapv:UnspecifiedMatching
MONDO:0007830	insensitivity to pain with hyperplastic Myelinopathy	skos:exactMatch	OMIM:147530	insensitivity to pain with hyperplastic myelinopathy	semapv:UnspecifiedMatching
MONDO:0007831	insect Stings, hypersensitivity to	skos:exactMatch	OMIM:147540	insect stings, hypersensitivity to	semapv:UnspecifiedMatching
MONDO:0007832	interferon antiviral depressor	skos:exactMatch	OMIM:147560	interferon antiviral depressor	semapv:UnspecifiedMatching
MONDO:0007833	iris pigment layer, cleavage of	skos:exactMatch	OMIM:147610	iris pigment layer, cleavage of	semapv:UnspecifiedMatching
MONDO:0007834	islet cell adenomatosis	skos:exactMatch	OMIM:147630	insulinomatosis and diabetes mellitus	semapv:UnspecifiedMatching
MONDO:0007835	intussusception	skos:exactMatch	OMIM:147710	intussusception	semapv:UnspecifiedMatching
MONDO:0007836	IVIC syndrome	skos:exactMatch	OMIM:147750	IVIC syndrome	semapv:UnspecifiedMatching
MONDO:0007836	IVIC syndrome	skos:exactMatch	Orphanet:2307	IVIC syndrome	semapv:UnspecifiedMatching
MONDO:0007837	Johnson neuroectodermal syndrome	skos:exactMatch	OMIM:147770	johnson neuroectodermal syndrome	semapv:UnspecifiedMatching
MONDO:0007837	Johnson neuroectodermal syndrome	skos:exactMatch	Orphanet:2316	Johnson neuroectodermal syndrome	semapv:UnspecifiedMatching
MONDO:0007838	Jacobsen syndrome	skos:exactMatch	OMIM:147791	jacobsen syndrome	semapv:UnspecifiedMatching
MONDO:0007838	Jacobsen syndrome	skos:exactMatch	Orphanet:2308	Jacobsen syndrome	semapv:UnspecifiedMatching
MONDO:0007839	Aase-Smith syndrome	skos:exactMatch	OMIM:147800	aase-smith syndrome 1	semapv:UnspecifiedMatching
MONDO:0007839	Aase-Smith syndrome	skos:exactMatch	Orphanet:916	Aase-Smith syndrome	semapv:UnspecifiedMatching
MONDO:0007840	internal carotid artery, spontaneous dissection of	skos:exactMatch	OMIM:147820	internal carotid artery, spontaneous dissection of	semapv:UnspecifiedMatching
MONDO:0007841	coxopodopatellar syndrome	skos:exactMatch	OMIM:147891	ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension	semapv:UnspecifiedMatching
MONDO:0007841	coxopodopatellar syndrome	skos:exactMatch	Orphanet:1509	Coxopodopatellar syndrome	semapv:UnspecifiedMatching
MONDO:0007842	joint laxity, familial	skos:exactMatch	OMIM:147900	joint laxity, familial	semapv:UnspecifiedMatching
MONDO:0007842	joint laxity, familial	skos:exactMatch	Orphanet:2295	Familial articular hypermobility syndrome	semapv:UnspecifiedMatching
MONDO:0007843	Kabuki syndrome 1	skos:exactMatch	OMIM:147920	kabuki syndrome 1	semapv:UnspecifiedMatching
MONDO:0007844	hypogonadotropic hypogonadism 2 with or without anosmia	skos:exactMatch	OMIM:147950	hypogonadotropic hypogonadism 2 with or without anosmia	semapv:UnspecifiedMatching
MONDO:0007845	Kaposi sarcoma, susceptibility to	skos:exactMatch	OMIM:148000	kaposi sarcoma, susceptibility to	semapv:UnspecifiedMatching
MONDO:0007846	KBG syndrome	skos:exactMatch	OMIM:148050	kbg syndrome	semapv:UnspecifiedMatching
MONDO:0007846	KBG syndrome	skos:exactMatch	Orphanet:2332	KBG syndrome	semapv:UnspecifiedMatching
MONDO:0007847	keloid formation	skos:exactMatch	OMIM:148100	keloid formation	semapv:UnspecifiedMatching
MONDO:0007848	autosomal dominant keratitis	skos:exactMatch	OMIM:148190	keratitis, hereditary	semapv:UnspecifiedMatching
MONDO:0007848	autosomal dominant keratitis	skos:exactMatch	Orphanet:2334	Autosomal dominant keratitis	semapv:UnspecifiedMatching
MONDO:0007849	keratitis fugax hereditaria	skos:exactMatch	OMIM:148200	keratoendotheliitis fugax hereditaria	semapv:UnspecifiedMatching
MONDO:0007849	keratitis fugax hereditaria	skos:exactMatch	Orphanet:647815	Keratitis fugax hereditaria	semapv:UnspecifiedMatching
MONDO:0007850	autosomal dominant keratitis-ichthyosis-hearing loss syndrome	skos:exactMatch	OMIM:148210	keratitis-ichthyosis-deafness syndrome, autosomal dominant	semapv:UnspecifiedMatching
MONDO:0007851	keratoconus 1	skos:exactMatch	OMIM:148300	keratoconus 1	semapv:UnspecifiedMatching
MONDO:0007852	palmoplantar keratoderma-deafness syndrome	skos:exactMatch	OMIM:148350	keratoderma, palmoplantar, with deafness	semapv:UnspecifiedMatching
MONDO:0007852	palmoplantar keratoderma-deafness syndrome	skos:exactMatch	Orphanet:2202	Palmoplantar keratoderma-deafness syndrome	semapv:UnspecifiedMatching
MONDO:0007853	palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome	skos:exactMatch	OMIM:148360	keratoderma, palmoplantar, with nail dystrophy and hereditary motor-sensory neuropathy	semapv:UnspecifiedMatching
MONDO:0007853	palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome	skos:exactMatch	Orphanet:538574	Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome	semapv:UnspecifiedMatching
MONDO:0007854	keratolytic winter erythema	skos:exactMatch	OMIM:148370	keratolytic winter erythema	semapv:UnspecifiedMatching
MONDO:0007854	keratolytic winter erythema	skos:exactMatch	Orphanet:50943	Keratolytic winter erythema	semapv:UnspecifiedMatching
MONDO:0007855	keratosis, familial actinic	skos:exactMatch	OMIM:148390	keratosis, familial actinic	semapv:UnspecifiedMatching
MONDO:0007856	palmoplantar keratoderma-esophageal carcinoma syndrome	skos:exactMatch	OMIM:148500	tylosis with esophageal cancer	semapv:UnspecifiedMatching
MONDO:0007856	palmoplantar keratoderma-esophageal carcinoma syndrome	skos:exactMatch	Orphanet:2198	Palmoplantar keratoderma-esophageal carcinoma syndrome	semapv:UnspecifiedMatching
MONDO:0007857	keratosis palmaris et plantaris-clinodactyly syndrome	skos:exactMatch	OMIM:148520	keratosis palmaris et plantaris with clinodactyly	semapv:UnspecifiedMatching
MONDO:0007857	keratosis palmaris et plantaris-clinodactyly syndrome	skos:exactMatch	Orphanet:86919	Keratosis palmaris et plantaris-clinodactyly syndrome	semapv:UnspecifiedMatching
MONDO:0007858	palmoplantar keratoderma, punctate type 1A	skos:exactMatch	OMIM:148600	palmoplantar keratoderma, punctate type 1a	semapv:UnspecifiedMatching
MONDO:0007859	palmoplantar keratoderma i, striate, focal, or diffuse	skos:exactMatch	OMIM:148700	palmoplantar keratoderma i, striate, focal, or diffuse	semapv:UnspecifiedMatching
MONDO:0007860	focal palmoplantar and gingival keratoderma	skos:exactMatch	OMIM:148730	keratosis, focal palmoplantar and gingival	semapv:UnspecifiedMatching
MONDO:0007860	focal palmoplantar and gingival keratoderma	skos:exactMatch	Orphanet:2200	Focal palmoplantar and gingival keratoderma	semapv:UnspecifiedMatching
MONDO:0007861	isolated cloverleaf skull syndrome	skos:exactMatch	OMIM:148800	kleeblattschaedel	semapv:UnspecifiedMatching
MONDO:0007862	Waardenburg syndrome type 3	skos:exactMatch	OMIM:148820	waardenburg syndrome, type 3	semapv:UnspecifiedMatching
MONDO:0007862	Waardenburg syndrome type 3	skos:exactMatch	Orphanet:896	Waardenburg syndrome type 3	semapv:UnspecifiedMatching
MONDO:0007863	Kleine-Levin syndrome	skos:exactMatch	OMIM:148840	kleine-levin hibernation syndrome	semapv:UnspecifiedMatching
MONDO:0007863	Kleine-Levin syndrome	skos:exactMatch	Orphanet:33543	Kleine-Levin syndrome	semapv:UnspecifiedMatching
MONDO:0007864	angioosteohypertrophic syndrome	skos:exactMatch	OMIM:149000	klippel-trenaunay-weber syndrome	semapv:UnspecifiedMatching
MONDO:0007864	angioosteohypertrophic syndrome	skos:exactMatch	Orphanet:2346	Angioosteohypertrophic syndrome	semapv:UnspecifiedMatching
MONDO:0007864	angioosteohypertrophic syndrome	skos:exactMatch	Orphanet:90308	Klippel-Trénaunay syndrome	semapv:UnspecifiedMatching
MONDO:0007865	knuckle pads	skos:exactMatch	OMIM:149100	knuckle pads	semapv:UnspecifiedMatching
MONDO:0007866	Bart-Pumphrey syndrome	skos:exactMatch	OMIM:149200	bart-pumphrey syndrome	semapv:UnspecifiedMatching
MONDO:0007866	Bart-Pumphrey syndrome	skos:exactMatch	Orphanet:2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	semapv:UnspecifiedMatching
MONDO:0007867	nonsyndromic congenital nail disorder 2	skos:exactMatch	OMIM:149300	nail disorder, nonsyndromic congenital, 2	semapv:UnspecifiedMatching
MONDO:0007868	hyperekplexia 1	skos:exactMatch	OMIM:149400	hyperekplexia 1	semapv:UnspecifiedMatching
MONDO:0007869	Kyrle disease	skos:exactMatch	OMIM:149500	kyrle disease	semapv:UnspecifiedMatching
MONDO:0007870	labia minora, incomplete adhesion of	skos:exactMatch	OMIM:149600	labia minora, incomplete adhesion of	semapv:UnspecifiedMatching
MONDO:0007871	familial congenital nasolacrimal duct obstruction	skos:exactMatch	OMIM:149700	lacrimal duct defect	semapv:UnspecifiedMatching
MONDO:0007871	familial congenital nasolacrimal duct obstruction	skos:exactMatch	Orphanet:451612	Familial congenital nasolacrimal duct obstruction	semapv:UnspecifiedMatching
MONDO:0007872	LADD syndrome	skos:exactMatch	OMIMPS:149730	Lacrimoauriculodentodigital syndrome	semapv:UnspecifiedMatching
MONDO:0007872	LADD syndrome	skos:exactMatch	Orphanet:2363	Lacrimoauriculodentodigital syndrome	semapv:UnspecifiedMatching
